TAE_W4-17_1,-1,W4-17_acetaldehyde,2,W4-17_c,1,W4-17_o,4,W4-17_h,1.080223551,,
TAE_W4-17_2,-1,W4-17_acetic,2,W4-17_c,2,W4-17_o,4,W4-17_h,1.281208716,,
TAE_W4-17_3,-1,W4-17_alcl,1,W4-17_al,1,W4-17_cl,0.195407556,,,,
TAE_W4-17_4,-1,W4-17_alcl3,1,W4-17_al,3,W4-17_cl,0.49822393,,,,
TAE_W4-17_5,-1,W4-17_alf,1,W4-17_al,1,W4-17_f,0.261016177,,,,
TAE_W4-17_6,-1,W4-17_alf3,1,W4-17_al,3,W4-17_f,0.686778994,,,,
TAE_W4-17_7,-1,W4-17_alh,1,W4-17_al,1,W4-17_h,0.117257282,,,,
TAE_W4-17_8,-1,W4-17_alh3,1,W4-17_al,3,W4-17_h,0.339708275,,,,
TAE_W4-17_9,-1,W4-17_allene,3,W4-17_c,4,W4-17_h,1.122007812,,,,
TAE_W4-17_10,-1,W4-17_allyl,3,W4-17_c,5,W4-17_h,1.222062154,,,,
TAE_W4-17_11,-1,W4-17_b2,2,W4-17_b,0.10752037,,,,,,
TAE_W4-17_12,-1,W4-17_b2h6,2,W4-17_b,6,W4-17_h,0.967348675,,,,
TAE_W4-17_13,-1,W4-17_be2,2,W4-17_be,0.004253325,,,,,,
TAE_W4-17_14,-1,W4-17_becl2,1,W4-17_be,2,W4-17_cl,0.358997241,,,,
TAE_W4-17_15,-1,W4-17_bef2,1,W4-17_be,2,W4-17_f,0.492580983,,,,
TAE_W4-17_16,-1,W4-17_benzene,6,W4-17_c,6,W4-17_h,2.181323296,,,,
TAE_W4-17_17,-1,W4-17_beta-lactim,3,W4-17_c,5,W4-17_h,1,W4-17_o,1,W4-17_n,1.583825889
TAE_W4-17_18,-1,W4-17_bf,1,W4-17_b,1,W4-17_f,0.29088029,,,,
TAE_W4-17_19,-1,W4-17_bf3,1,W4-17_b,3,W4-17_f,0.7505231,,,,
TAE_W4-17_20,-1,W4-17_bh,1,W4-17_b,1,W4-17_h,0.135424352,,,,
TAE_W4-17_21,-1,W4-17_bh3,1,W4-17_b,3,W4-17_h,0.448248551,,,,
TAE_W4-17_22,-1,W4-17_bhf2,1,W4-17_b,1,W4-17_h,2,W4-17_f,0.654906942,,
TAE_W4-17_23,-1,W4-17_bn,1,W4-17_b,1,W4-17_n,0.167710742,,,,
TAE_W4-17_24,-1,W4-17_bn3pi,1,W4-17_b,1,W4-17_n,0.168619096,,,,
TAE_W4-17_25,-1,W4-17_borole,4,W4-17_c,5,W4-17_h,1,W4-17_b,1.685504112,,
TAE_W4-17_26,-1,W4-17_c-hcoh,1,W4-17_c,1,W4-17_o,2,W4-17_h,0.506191943,,
TAE_W4-17_27,-1,W4-17_c-hono,1,W4-17_h,1,W4-17_n,2,W4-17_o,0.497474937,,
TAE_W4-17_28,-1,W4-17_c-hooo,1,W4-17_h,3,W4-17_o,0.371420968,,,,
TAE_W4-17_29,-1,W4-17_c-n2h2,2,W4-17_h,2,W4-17_n,0.463865857,,,,
TAE_W4-17_30,-1,W4-17_c2,2,W4-17_c,0.234307396,,,,,,
TAE_W4-17_31,-1,W4-17_c2cl2,2,W4-17_c,2,W4-17_cl,0.558694776,,,,
TAE_W4-17_32,-1,W4-17_c2cl4,2,W4-17_c,4,W4-17_cl,0.751797982,,,,
TAE_W4-17_33,-1,W4-17_c2cl6,2,W4-17_c,6,W4-17_cl,0.894497131,,,,
TAE_W4-17_34,-1,W4-17_c2clh,2,W4-17_c,1,W4-17_h,1,W4-17_cl,0.603204097,,
TAE_W4-17_35,-1,W4-17_c2clh3,2,W4-17_c,3,W4-17_h,1,W4-17_cl,0.867425009,,
TAE_W4-17_36,-1,W4-17_c2clh5,2,W4-17_c,5,W4-17_h,1,W4-17_cl,1.104227987,,
TAE_W4-17_37,-1,W4-17_c2f4,2,W4-17_c,4,W4-17_f,0.940330736,,,,
TAE_W4-17_38,-1,W4-17_c2f6,2,W4-17_c,6,W4-17_f,1.26204405,,,,
TAE_W4-17_39,-1,W4-17_c2h2,2,W4-17_c,2,W4-17_h,0.646269615,,,,
TAE_W4-17_40,-1,W4-17_c2h3f,2,W4-17_c,1,W4-17_f,3,W4-17_h,0.914520748,,
TAE_W4-17_41,-1,W4-17_c2h4,2,W4-17_c,4,W4-17_h,0.89895125,,,,
TAE_W4-17_42,-1,W4-17_c2h5f,2,W4-17_c,5,W4-17_h,1,W4-17_f,1.149752434,,
TAE_W4-17_43,-1,W4-17_c2h6,2,W4-17_c,6,W4-17_h,1.136302428,,,,
TAE_W4-17_44,-1,W4-17_cch,2,W4-17_c,1,W4-17_h,0.424169215,,,,
TAE_W4-17_45,-1,W4-17_ccl2,1,W4-17_c,2,W4-17_cl,0.28257762,,,,
TAE_W4-17_46,-1,W4-17_ccl2h2,1,W4-17_c,2,W4-17_cl,2,W4-17_h,0.592343695,,
TAE_W4-17_47,-1,W4-17_ccl2o,1,W4-17_c,2,W4-17_cl,1,W4-17_o,0.553115573,,
TAE_W4-17_48,-1,W4-17_ccl3h,1,W4-17_c,3,W4-17_cl,1,W4-17_h,0.55045585,,
TAE_W4-17_49,-1,W4-17_ccl4,1,W4-17_c,4,W4-17_cl,0.502652552,,,,
TAE_W4-17_50,-1,W4-17_cclh3,1,W4-17_c,1,W4-17_cl,3,W4-17_h,0.631139952,,
TAE_W4-17_51,-1,W4-17_cf,1,W4-17_c,1,W4-17_f,0.211487,,,,
TAE_W4-17_52,-1,W4-17_cf2,1,W4-17_c,2,W4-17_f,0.412376556,,,,
TAE_W4-17_53,-1,W4-17_cf2cl2,1,W4-17_c,2,W4-17_cl,2,W4-17_f,0.625069919,,
TAE_W4-17_54,-1,W4-17_cf4,1,W4-17_c,4,W4-17_f,0.762921329,,,,
TAE_W4-17_55,-1,W4-17_ch,1,W4-17_c,1,W4-17_h,0.134213214,,,,
TAE_W4-17_56,-1,W4-17_ch2-sing,1,W4-17_c,2,W4-17_h,0.289143263,,,,
TAE_W4-17_57,-1,W4-17_ch2-trip,1,W4-17_c,2,W4-17_h,0.303963768,,,,
TAE_W4-17_58,-1,W4-17_ch2c,2,W4-17_c,2,W4-17_h,0.573569463,,,,
TAE_W4-17_59,-1,W4-17_ch2ch,2,W4-17_c,3,W4-17_h,0.710874266,,,,
TAE_W4-17_60,-1,W4-17_ch2clf,1,W4-17_c,1,W4-17_cl,1,W4-17_f,2,W4-17_h,0.641963701
TAE_W4-17_61,-1,W4-17_ch2f2,1,W4-17_c,2,W4-17_f,2,W4-17_h,0.697894373,,
TAE_W4-17_62,-1,W4-17_ch2nh,1,W4-17_c,1,W4-17_n,3,W4-17_h,0.700308681,,
TAE_W4-17_63,-1,W4-17_ch2nh2,1,W4-17_c,1,W4-17_n,4,W4-17_h,0.768498938,,
TAE_W4-17_64,-1,W4-17_ch3,1,W4-17_c,3,W4-17_h,0.490622445,,,,
TAE_W4-17_65,-1,W4-17_ch3f,1,W4-17_c,1,W4-17_f,3,W4-17_h,0.674030173,,
TAE_W4-17_66,-1,W4-17_ch3nh,1,W4-17_c,1,W4-17_n,4,W4-17_h,0.756323814,,
TAE_W4-17_67,-1,W4-17_ch3nh2,1,W4-17_c,1,W4-17_n,5,W4-17_h,0.927891074,,
TAE_W4-17_68,-1,W4-17_ch3ph2,1,W4-17_c,5,W4-17_h,1,W4-17_p,0.859434685,,
TAE_W4-17_69,-1,W4-17_ch4,1,W4-17_c,4,W4-17_h,0.670014295,,,,
TAE_W4-17_70,-1,W4-17_chf3,1,W4-17_c,1,W4-17_h,3,W4-17_f,0.732362404,,
TAE_W4-17_71,-1,W4-17_cis-c2f2cl2,2,W4-17_c,2,W4-17_cl,2,W4-17_f,0.843046076,,
TAE_W4-17_72,-1,W4-17_cl2,2,W4-17_cl,0.095217758,,,,,,
TAE_W4-17_73,-1,W4-17_cl2o,2,W4-17_cl,1,W4-17_o,0.161639116,,,,
TAE_W4-17_74,-1,W4-17_clcn,1,W4-17_cl,1,W4-17_c,1,W4-17_n,0.454846066,,
TAE_W4-17_75,-1,W4-17_clcof,1,W4-17_c,1,W4-17_cl,1,W4-17_f,1,W4-17_o,0.610952194
TAE_W4-17_76,-1,W4-17_clf,1,W4-17_cl,1,W4-17_f,0.100078246,,,,
TAE_W4-17_77,-1,W4-17_clf3,3,W4-17_f,1,W4-17_cl,0.204852839,,,,
TAE_W4-17_78,-1,W4-17_clf5,5,W4-17_f,1,W4-17_cl,0.297675412,,,,
TAE_W4-17_79,-1,W4-17_clno,1,W4-17_cl,1,W4-17_n,1,W4-17_o,0.305904776,,
TAE_W4-17_80,-1,W4-17_clo,1,W4-17_cl,1,W4-17_o,0.104285357,,,,
TAE_W4-17_81,-1,W4-17_clo3,3,W4-17_o,1,W4-17_cl,0.270651098,,,,
TAE_W4-17_82,-1,W4-17_cloo,1,W4-17_cl,2,W4-17_o,0.201335758,,,,
TAE_W4-17_83,-1,W4-17_cloocl,2,W4-17_o,2,W4-17_cl,0.237645994,,,,
TAE_W4-17_84,-1,W4-17_cn,1,W4-17_c,1,W4-17_n,0.289015775,,,,
TAE_W4-17_85,-1,W4-17_co,1,W4-17_c,1,W4-17_o,0.413906414,,,,
TAE_W4-17_86,-1,W4-17_co2,1,W4-17_c,2,W4-17_o,0.621728135,,,,
TAE_W4-17_87,-1,W4-17_cs,1,W4-17_c,1,W4-17_s,0.274434311,,,,
TAE_W4-17_88,-1,W4-17_cs2,1,W4-17_c,2,W4-17_s,0.447419878,,,,
TAE_W4-17_89,-1,W4-17_cyclobutadiene,4,W4-17_c,4,W4-17_h,1.308089605,,,,
TAE_W4-17_90,-1,W4-17_cyclobutane,4,W4-17_c,8,W4-17_h,1.833274104,,,,
TAE_W4-17_91,-1,W4-17_cyclobutene,4,W4-17_c,6,W4-17_h,1.596059977,,,,
TAE_W4-17_92,-1,W4-17_cyclopentadiene,5,W4-17_c,6,W4-17_h,1.883480556,,,,
TAE_W4-17_93,-1,W4-17_cyclopropane,3,W4-17_c,6,W4-17_h,1.360885661,,,,
TAE_W4-17_94,-1,W4-17_cyclopropene,3,W4-17_c,4,W4-17_h,1.086741385,,,,
TAE_W4-17_95,-1,W4-17_cyclopropyl,3,W4-17_c,5,W4-17_h,1.175629354,,,,
TAE_W4-17_96,-1,W4-17_dioxetan2one,2,W4-17_c,2,W4-17_h,3,W4-17_o,1.200169241,,
TAE_W4-17_97,-1,W4-17_dioxetane,2,W4-17_c,4,W4-17_h,2,W4-17_o,1.195205168,,
TAE_W4-17_98,-1,W4-17_dioxirane,1,W4-17_c,2,W4-17_o,2,W4-17_h,0.653393019,,
TAE_W4-17_99,-1,W4-17_dithiotane,2,W4-17_c,4,W4-17_h,2,W4-17_s,1.090647305,,
TAE_W4-17_100,-1,W4-17_ethanol,2,W4-17_c,1,W4-17_o,6,W4-17_h,1.292730463,,
TAE_W4-17_101,-1,W4-17_f2,2,W4-17_f,0.062230183,,,,,,
TAE_W4-17_102,-1,W4-17_f2co,1,W4-17_c,1,W4-17_o,2,W4-17_f,0.670285207,,
TAE_W4-17_103,-1,W4-17_f2o,2,W4-17_f,1,W4-17_o,0.149448056,,,,
TAE_W4-17_104,-1,W4-17_fccf,2,W4-17_c,2,W4-17_f,0.615226236,,,,
TAE_W4-17_105,-1,W4-17_fno,1,W4-17_f,1,W4-17_n,1,W4-17_o,0.343305036,,
TAE_W4-17_106,-1,W4-17_fo2,1,W4-17_f,2,W4-17_o,0.21464234,,,,
TAE_W4-17_107,-1,W4-17_foof,2,W4-17_f,2,W4-17_o,0.242769426,,,,
TAE_W4-17_108,-1,W4-17_formamide,1,W4-17_c,3,W4-17_h,1,W4-17_o,1,W4-17_n,0.905405341
TAE_W4-17_109,-1,W4-17_formic,1,W4-17_c,2,W4-17_o,2,W4-17_h,0.799781358,,
TAE_W4-17_110,-1,W4-17_formic-anhydride,2,W4-17_c,2,W4-17_h,3,W4-17_o,1.206368355,,
TAE_W4-17_111,-1,W4-17_furan,4,W4-17_c,4,W4-17_h,1,W4-17_o,1.585833829,,
TAE_W4-17_112,-1,W4-17_glyoxal,2,W4-17_c,2,W4-17_o,2,W4-17_h,1.012017358,,
TAE_W4-17_113,-1,W4-17_h2,2,W4-17_h,0.174499489,,,,,,
TAE_W4-17_114,-1,W4-17_h2ccn,2,W4-17_c,2,W4-17_h,1,W4-17_n,0.816966769,,
TAE_W4-17_115,-1,W4-17_h2cn,2,W4-17_h,1,W4-17_c,1,W4-17_n,0.547737164,,
TAE_W4-17_116,-1,W4-17_h2co,2,W4-17_h,1,W4-17_c,1,W4-17_o,0.59704323,,
TAE_W4-17_117,-1,W4-17_h2no,2,W4-17_h,1,W4-17_n,1,W4-17_o,0.438192918,,
TAE_W4-17_118,-1,W4-17_h2o,2,W4-17_h,1,W4-17_o,0.371277543,,,,
